algorithm_name,function_id,best,mean,std,worst,median,avg_runtime,avg_used_FEs
BBO,1,14920.6054607172,14920.6054607172,0,14920.6054607172,14920.6054607172,11.9228205,3000
BBO,2,2621,2621,0,2621,2621,12.5475988,3000
BBO,3,847.758115073639,847.758115073639,0,847.758115073639,847.758115073639,10.0838276,3000
