algorithm_name,function_id,best,mean,std,worst,median,avg_runtime,avg_used_FEs
BBO,1,14920.6054607172,14920.6054607172,0,14920.6054607172,14920.6054607172,0.0428234,3000
BBO,2,2621,2621,0,2621,2621,0.0178665,3000
BBO,3,847.758115073639,847.758115073639,0,847.758115073639,847.758115073639,0.0134476,3000
BBO,4,406.431525183397,406.431525183397,0,406.431525183397,406.431525183397,0.0263732,3000
BBO,5,507.083381474817,507.083381474817,0,507.083381474817,507.083381474817,0.0323447,3000
BBO,6,605.42223035661,605.42223035661,0,605.42223035661,605.42223035661,0.031951,3000
BBO,7,730.368148924733,730.368148924733,0,730.368148924733,730.368148924733,0.0334368,3000
BBO,8,812.949875849465,812.949875849465,0,812.949875849465,812.949875849465,0.0303062,3000
BBO,9,913.018482954603,913.018482954603,0,913.018482954603,913.018482954603,0.0275327,3000
BBO,10,1721.36763064049,1721.36763064049,0,1721.36763064049,1721.36763064049,0.0260758,3000
BBO,11,1122.62317159797,1122.62317159797,0,1122.62317159797,1122.62317159797,0.0267211,3000
BBO,12,5732845.6648016,5732845.6648016,0,5732845.6648016,5732845.6648016,0.0284017,3000
HGS,1,123223.869572677,123223.869572677,0,123223.869572677,123223.869572677,0.0356137,2970
HGS,2,362280,362280,0,362280,362280,0.0162917,2970
HGS,3,1546.54757046846,1546.54757046846,0,1546.54757046846,1546.54757046846,0.0127327,2970
HGS,4,470.677621591947,470.677621591947,0,470.677621591947,470.677621591947,0.023118,2970
HGS,5,544.82324681226,544.82324681226,0,544.82324681226,544.82324681226,0.0321982,2970
HGS,6,608.76709384016,608.76709384016,0,608.76709384016,608.76709384016,0.0286246,2970
HGS,7,753.607788426155,753.607788426155,0,753.607788426155,753.607788426155,0.0234319,2970
HGS,8,850.020961213542,850.020961213542,0,850.020961213542,850.020961213542,0.0224925,2970
HGS,9,907.815257537189,907.815257537189,0,907.815257537189,907.815257537189,0.0277238,2970
HGS,10,1711.33191832738,1711.33191832738,0,1711.33191832738,1711.33191832738,0.0253592,2970
HGS,11,1135.09212906146,1135.09212906146,0,1135.09212906146,1135.09212906146,0.0259719,2970
HGS,12,2436875.08100382,2436875.08100382,0,2436875.08100382,2436875.08100382,0.0228136,2970
HHO,1,11943392584.1671,11943392584.1671,0,11943392584.1671,11943392584.1671,0.0457113,3000
HHO,2,125613763553,125613763553,0,125613763553,125613763553,0.0157562,3000
HHO,3,13392.7151047805,13392.7151047805,0,13392.7151047805,13392.7151047805,0.0115935,3000
HHO,4,2302.17136531067,2302.17136531067,0,2302.17136531067,2302.17136531067,0.0198105,3000
HHO,5,576.222781799599,576.222781799599,0,576.222781799599,576.222781799599,0.0215982,3000
HHO,6,676.71010719559,676.71010719559,0,676.71010719559,676.71010719559,0.0283286,3000
HHO,7,817.540712629748,817.540712629748,0,817.540712629748,817.540712629748,0.0241721,3000
HHO,8,836.69895113999,836.69895113999,0,836.69895113999,836.69895113999,0.0220176,3000
HHO,9,1928.87946532977,1928.87946532977,0,1928.87946532977,1928.87946532977,0.0258631,3000
HHO,10,2671.42685374963,2671.42685374963,0,2671.42685374963,2671.42685374963,0.0226212,3000
HHO,11,1405.05976340775,1405.05976340775,0,1405.05976340775,1405.05976340775,0.0225347,3000
HHO,12,6570900.89748116,6570900.89748116,0,6570900.89748116,6570900.89748116,0.0219907,3000
INFO,1,114.459505282072,114.459505282072,0,114.459505282072,114.459505282072,0.066464,3000
INFO,2,7999,7999,0,7999,7999,0.0397642,3000
INFO,3,541.48236896179,541.48236896179,0,541.48236896179,541.48236896179,0.0299132,3000
INFO,4,400.316389546524,400.316389546524,0,400.316389546524,400.316389546524,0.0592908,3000
INFO,5,506.964779698964,506.964779698964,0,506.964779698964,506.964779698964,0.0605237,3000
INFO,6,600.630956644902,600.630956644902,0,600.630956644902,600.630956644902,0.0548983,3000
INFO,7,723.628224726728,723.628224726728,0,723.628224726728,723.628224726728,0.059237,3000
INFO,8,821.889038340638,821.889038340638,0,821.889038340638,821.889038340638,0.0743016,3000
INFO,9,982.775106135499,982.775106135499,0,982.775106135499,982.775106135499,0.0601252,3000
INFO,10,1978.12519032814,1978.12519032814,0,1978.12519032814,1978.12519032814,0.0666263,3000
INFO,11,1133.50222095883,1133.50222095883,0,1133.50222095883,1133.50222095883,0.0646218,3000
INFO,12,8745.83144921933,8745.83144921933,0,8745.83144921933,8745.83144921933,0.0720783,3000
MGO,1,379681931.552567,379681931.552567,0,379681931.552567,379681931.552567,0.0355582,3000
MGO,2,1077120,1077120,0,1077120,1077120,0.0190422,3000
MGO,3,16751.0798530763,16751.0798530763,0,16751.0798530763,16751.0798530763,0.0137078,3000
MGO,4,437.360826506112,437.360826506112,0,437.360826506112,437.360826506112,0.0339321,3000
MGO,5,534.957927006228,534.957927006228,0,534.957927006228,534.957927006228,0.0362416,3000
MGO,6,613.038344297588,613.038344297588,0,613.038344297588,613.038344297588,0.0326176,3000
MGO,7,762.097753902795,762.097753902795,0,762.097753902795,762.097753902795,0.0340045,3000
MGO,8,853.573703900913,853.573703900913,0,853.573703900913,853.573703900913,0.0331078,3000
MGO,9,1247.29303505517,1247.29303505517,0,1247.29303505517,1247.29303505517,0.0295482,3000
MGO,10,2618.28124154461,2618.28124154461,0,2618.28124154461,2618.28124154461,0.0337159,3000
MGO,11,1342.64242146504,1342.64242146504,0,1342.64242146504,1342.64242146504,0.0259506,3000
MGO,12,1612289.68512528,1612289.68512528,0,1612289.68512528,1612289.68512528,0.035634,3000
PLO,1,351394700.346161,351394700.346161,0,351394700.346161,351394700.346161,0.0438951,3000
PLO,2,104168599,104168599,0,104168599,104168599,0.0249178,3000
PLO,3,11056.7594177334,11056.7594177334,0,11056.7594177334,11056.7594177334,0.0358511,3000
PLO,4,416.210216323758,416.210216323758,0,416.210216323758,416.210216323758,0.0452803,3000
PLO,5,533.017963774491,533.017963774491,0,533.017963774491,533.017963774491,0.0423168,3000
PLO,6,612.892296061907,612.892296061907,0,612.892296061907,612.892296061907,0.0492764,3000
PLO,7,764.327949477364,764.327949477364,0,764.327949477364,764.327949477364,0.0515167,3000
PLO,8,837.98162073144,837.98162073144,0,837.98162073144,837.98162073144,0.0425518,3000
PLO,9,1395.36315713171,1395.36315713171,0,1395.36315713171,1395.36315713171,0.0490389,3000
PLO,10,2423.82612444131,2423.82612444131,0,2423.82612444131,2423.82612444131,0.049809,3000
PLO,11,1328.71314586076,1328.71314586076,0,1328.71314586076,1328.71314586076,0.0364512,3000
PLO,12,902205.157210151,902205.157210151,0,902205.157210151,902205.157210151,0.0431368,3000
PO,1,2967023749.21592,2967023749.21592,0,2967023749.21592,2967023749.21592,0.0354931,3000
PO,2,11959595060,11959595060,0,11959595060,11959595060,0.0167831,3000
PO,3,9416.74326209339,9416.74326209339,0,9416.74326209339,9416.74326209339,0.0279815,3000
PO,4,501.958294301995,501.958294301995,0,501.958294301995,501.958294301995,0.0289934,3000
PO,5,563.882779420099,563.882779420099,0,563.882779420099,563.882779420099,0.0344948,3000
PO,6,631.957197044798,631.957197044798,0,631.957197044798,631.957197044798,0.0361961,3000
PO,7,828.035578619669,828.035578619669,0,828.035578619669,828.035578619669,0.0303287,3000
PO,8,859.459746131127,859.459746131127,0,859.459746131127,859.459746131127,0.0272512,3000
PO,9,1677.52111378979,1677.52111378979,0,1677.52111378979,1677.52111378979,0.0343725,3000
PO,10,2864.76932148103,2864.76932148103,0,2864.76932148103,2864.76932148103,0.0307549,3000
PO,11,1345.52602177674,1345.52602177674,0,1345.52602177674,1345.52602177674,0.0272581,3000
PO,12,19488316.8881215,19488316.8881215,0,19488316.8881215,19488316.8881215,0.041931,3000
RUN,1,5797030.12757863,5797030.12757863,0,5797030.12757863,5797030.12757863,0.0857408,3000
RUN,2,43698,43698,0,43698,43698,0.04079,3000
RUN,3,1566.86509009349,1566.86509009349,0,1566.86509009349,1566.86509009349,0.0415335,3000
RUN,4,451.158452531378,451.158452531378,0,451.158452531378,451.158452531378,0.0727324,3000
RUN,5,534.641233010154,534.641233010154,0,534.641233010154,534.641233010154,0.0796577,3000
RUN,6,614.492188485244,614.492188485244,0,614.492188485244,614.492188485244,0.0871268,3000
RUN,7,775.83694172661,775.83694172661,0,775.83694172661,775.83694172661,0.0875857,3000
RUN,8,830.93222123485,830.93222123485,0,830.93222123485,830.93222123485,0.0681353,3000
RUN,9,1508.86325813698,1508.86325813698,0,1508.86325813698,1508.86325813698,0.0877441,3000
RUN,10,2196.99489300076,2196.99489300076,0,2196.99489300076,2196.99489300076,0.0571904,3000
RUN,11,1125.338491302,1125.338491302,0,1125.338491302,1125.338491302,0.0900425,3000
RUN,12,1925762.99136777,1925762.99136777,0,1925762.99136777,1925762.99136777,0.0778036,3000
SBO,1,23344476.1794194,23344476.1794194,0,23344476.1794194,23344476.1794194,0.0401813,3000
SBO,2,4161549,4161549,0,4161549,4161549,0.0145907,3000
SBO,3,1925.41857549745,1925.41857549745,0,1925.41857549745,1925.41857549745,0.0111695,3000
SBO,4,407.688324366666,407.688324366666,0,407.688324366666,407.688324366666,0.0186835,3000
SBO,5,541.612497003905,541.612497003905,0,541.612497003905,541.612497003905,0.0221576,3000
SBO,6,619.903539168548,619.903539168548,0,619.903539168548,619.903539168548,0.0181049,3000
SBO,7,778.72230291046,778.72230291046,0,778.72230291046,778.72230291046,0.02085,3000
SBO,8,827.570571981569,827.570571981569,0,827.570571981569,827.570571981569,0.0152977,3000
SBO,9,1165.29927630249,1165.29927630249,0,1165.29927630249,1165.29927630249,0.0206932,3000
SBO,10,2875.19038740648,2875.19038740648,0,2875.19038740648,2875.19038740648,0.0232784,3000
SBO,11,1126.00675531211,1126.00675531211,0,1126.00675531211,1126.00675531211,0.0182226,3000
SBO,12,842087.624499166,842087.624499166,0,842087.624499166,842087.624499166,0.0205803,3000
SMA,1,56667.7485484736,56667.7485484736,0,56667.7485484736,56667.7485484736,0.0335254,2970
SMA,2,42721,42721,0,42721,42721,0.0194043,2970
SMA,3,3685.85609134772,3685.85609134772,0,3685.85609134772,3685.85609134772,0.0161409,2970
SMA,4,408.183840514028,408.183840514028,0,408.183840514028,408.183840514028,0.0293595,2970
SMA,5,527.086949174414,527.086949174414,0,527.086949174414,527.086949174414,0.0310054,2970
SMA,6,600.88847031715,600.88847031715,0,600.88847031715,600.88847031715,0.0423925,2970
SMA,7,744.076999778475,744.076999778475,0,744.076999778475,744.076999778475,0.0334473,2970
SMA,8,824.004937711706,824.004937711706,0,824.004937711706,824.004937711706,0.0323253,2970
SMA,9,962.662726911308,962.662726911308,0,962.662726911308,962.662726911308,0.0329146,2970
SMA,10,2094.48003347896,2094.48003347896,0,2094.48003347896,2094.48003347896,0.035163,2970
SMA,11,1142.35547518287,1142.35547518287,0,1142.35547518287,1142.35547518287,0.0346341,2970
SMA,12,1217527.60342492,1217527.60342492,0,1217527.60342492,1217527.60342492,0.0389691,2970
